author.unique	publication.title	n
NA	His Majesties declaration, in answer to a declaration of the Lords and Commons assembled in Parliament	1
NA	His Majesties declaration and propositions; to the major, aldermen, and inhabitants of Coventry	1
NA	His Majesties declaration and propositions propounded to his Excellence the Earle of Essex	1
NA	His Majesties declaration and command to all the trayned bands and others on the this side Trent	1
NA	His Majesties declaraion [sic] to the Honourable House of Commons	1
NA	His Majesties answer to the XIX. propositions of both Houses of Parliament	1
NA	His Majesties answer to the petition which accompanied the declaration of the House of Commons	1
NA	His Majesties answer to the petition of both Houses of Parliament. Presented at York the 23. of May 1642	1
NA	His Majesties answer to the petition of both Houses of Parliament	1
NA	His Majesties answer to the petition and three votes of Parliament, presented to him at York; May 23. 1642. Concerning the disbanding of His Majesties guard. Published together by His Majesties Command	1
NA	His Majesties answer, to the petition and three votes of Parliament, presented to him at York, May 23. 1642. concerning the disbanding of His Majesties guard· Published together by His Majesties command	1
NA	His Majesties answer, to the petition and three votes of Parliament, presented to him at York, May 23. 1642. concerning the disbanding of His Majesties guard. Published together by His Majesties command	1
NA	His Majesties answer to the declaration of both Houses of Parliament, concerning the Commission of Array. Of the 1 of Iuly. 1642	1
NA	His Majesties answer to a printed paper, intituled, A new declaration of the Lords and Commons in Parliament, of the 21. of June, 1642	1
NA	His Majesties answer to a book, intituled, The declaration, or remonstrance of the Lords and Commons, the 19 of May, 1642	1
NA	His Majesties answer, to a book, intituled, The declaration, or remonstrance of the Lords and Commons, of the 19. of May. 1642	1
NA	His Majesties answer to a book, entituled, The declaration, or remonstrance of the Lords and Commons, of the 19th of May, 1642	1
NA	His Majesties answer, by way of declaration to a printed paper, entituled, A declaration of both Houses of Parliament, in answer to His Majesties last message concerning the militia	1
NA	His Majesties answer, by way of declaration to a printed paper, entituled, A declaration of both Houses of Parliament	1
NA	His Majesties answer, by vvay of declaration to a printed paper, entituled, A declaration of both Houses of Parliament, in answer to His Majesties last message concerning the militia	1
NA	His Majesties answer by vvay of declaration to a printed paper, entituled, A declaration of both Houses of Parliament, in answer to His Majesties last message concerning the militia	1
NA	His Majesties ansvver to the petition of the Lords and Commons in Parliament assembled	1
NA	His Majesties ansvver to the petition of the Lords and Commons in Parliament	1
NA	His Majesties ansvver to the declaration of both Houses of Parliament, concerning the commission of array	1
NA	His Majesties ansvver to the declaration of both Houses of Parliament	1
NA	His Majesties ansvver to a printed book, entituled, A remonstrance, or the declaration of the Lords and Commons now assembled in Parliament, May 26. 1642	1
NA	His Majesties ansvver, to a printed booke, intituled, A remonstrance, or the declaration of the Lords and Commons now assembled in Parliament, 26. May 1642	1
NA	His Majesties ansvver, by way of declaration, to a printed paper, intituled, A declaration of both Houses of Parliament	1
NA	His Maiesties two speeches. One to the knights, gentlemen, and free-holders of the county of Nottingham, at Newarke	1
NA	His Maiesties two declarations	1
NA	His Maiesties speech to the gentlemen of Yorkshire, on Thursday the fourth of August. 1642	1
NA	His Maiesties speech, to the committee the 9th March 1641	1
NA	His Maiesties speech in the House of Commons the 4 of Januarii 1642	1
NA	His Maiesties royall declaration and protestation, to all his loving subjects in England	1
NA	His Maiesties royall and last declaration, to all his loving subjects in England	1
NA	His Maiesties resolvtion concerning the establishment of religion and church-government	1
NA	His Maiesties resolution concerning the setting up of his standard at Nottingham on Monday next	1
NA	His Maiesties resolution concerning the magazine in the Tower of London	1
NA	His Maiesties resolution, concerning the City of London, and the adjourning of the Parliament, read in the Honourable House of Commons	1
NA	His Maiesties propositions to the Lords at Yorke	1
NA	His Maiesties propositions for peace, and the cessation of this civill warre	1
NA	His Maiesties proclamation to all his loving svbiects, forbidding all levies of forces	1
NA	His Maiesties proclamation, requiring the aid and assistance of all his subjects on the north-side Trent, and within twenty miles southward thereof	1
NA	His Maiesties proclamation of grace, favour, and pardon to the inhabitants of his county of Devon, and citie of Exeter	1
NA	His Maiesties proclamation, for the suppressing of the present rebellion, under the command of Robert Earle of Essex	1
NA	His Maiesties proclamation, declaring his expresse command, that no popish recusant, nor any other, who shall refuse to take the two Oathes of Allegiance and Supremacy, shall serve him in his army	1
NA	His Maiesties proclamation and declaration to all his loving subjects, occasioned by a false and scandalous imputation laid upon His Maiesty, of an intention of raising or leavying war against his Parliament and of having raised force to that end	1
NA	His Maiesties message to the House of Commons	1
NA	His Maiesties message to both Hovses of Parliament, April 28. 1642. Concerning his refusall to passe the bill for the militia	1
NA	His Maiesties message to both houses of Parliament, April 28. 1642 	1
NA	His Maiesties message sent to the Parliament., [sic] Aprill, 8. 1642	1
NA	His Maiesties message sent to the Parliamant, Aprill 8. 1642	1
NA	His Maiesties message concerning licences granted to persons going into Ireland	1
NA	His Maiesties letter to the Lords of His Privy Councell of Scotland	1
NA	His Maiesties letter to the lord keeper	1
NA	His Maiesties letter to the gentry of Yorkeshire, May 16. 1642	1
NA	His Maiesties letter to both Houses of Parliament, concerning the manifold distractions which are now in this kindome [sic	1
NA	His Maiesties letter to both houses of Parliament	1
NA	His Maiesties last message, September 11. 1642	1
NA	His Maiesties gracious message to both Houses of Parliament, sent from Nottingham, the 25 of August, 1642	1
NA	His Maiesties gracious message to both Houses of Parliament, sent from Nottingham, August 25	1
NA	His Maiesties gracious message to both Houses of Parliament, on Munday the 14. of Febr. 1641	1
NA	His Maiesties gracious ansvver, to the proposition of both Houses of Parliament for Ireland, sent the 24. of February, 1641	1
NA	His Maiesties gracious ansvver to the different opinions of the Earles of Bristol and Dorset concerning peace and war	1
NA	His Maiesties gracious and last message	1
NA	His Maiesties declaration, touching his proceedings in the late assemblie and conuention of Parliament	1
NA	His Maiesties declaration to the ministers, free-holders, farmers, and substantiall copy-holders of the county of Yorke	1
NA	His Maiesties declaration to the ministers, free-holders, farmers, and substantiall copy-holders of the county of York	1
NA	His Maiesties declaration to the ministers, free-holders, farmers, and substantiall copy-holders of the country of Yorke	1
NA	His Maiesties declaration to all his loving svbjects	1
NA	His Maiesties declaration to all his loving svbiects, occasioned by a false and scandalous imputation laid upon His Majesty	1
NA	His Maiesties declaration to all his loving subjects, of the 12 of August. 1642	1
NA	His Maiesties declaration to all his loving subiects	1
NA	His Maiesties declaration in ansvver to a declaration of the Lords and Commons assembled in Parliament	1
NA	His Maiesties declaration and manifestation to all his souldiers	1
NA	His Maiesties answer to a message sent to him by the House of Commons, at Yorke, March 19. 1641	1
NA	His Maiesties ansvver to the XIX. propositions of both houses of Parliament	1
NA	His Maiesties ansvver to the petition of the Lords and Commons in Parliament assembled	1
NA	His Maiesties ansvver to the petition of both Houses of Parliament, presented at York the 23. of May, 1642	1
NA	His Maiesties ansvver to the declaration of both Hovses [sic] of Parliament	1
NA	His Maiesties ansvver to the declaration of both Houses of Parliament. Concerning the Commission of Array. Of the first of July, 1642	1
NA	His Maiesties ansvver, to a printed book, intituled, A remonstrance, or The declaration of the Lords and Commons now assembled in Parliament, May 26. 1642	1
NA	His Maiesties ansvver, to a printed booke, intituled, A remonstrance, or the declaration of the Lords and Commons now assembled in Parliament, 26. May. 1642	1
