tokens,amounts,keep_stop,
Carlton.,1,,
Doolittle.,1,,
[Vt.].,1,,
Stone.,1,,
hymns.,1,,
tunes.,1,,
Rev'd.,1,,
Second-Streets.,1,,
Wharf.,1,,
repository.,1,,
Finsbury-Place.,1,,
Bolton.,1,,
Boston.--1797.,1,,
Cornhill.--J.,1,,
Union-Street.--J.,1,,
82,1,,
colonies.,1,,
Bar̈tgis.,1,,
Ludw.,1,,
Gomez.,1,,
Conway.,1,,
--printed.,1,,
New-London.,1,,
Dixon.--P.M.,1,,
Coffee-House.,1,,
Durell.,1,,
away.,1,,
Town-House.,1,,
--No.,1,,
Etheridge.,1,,
d'Amérique.,1,,
per-dozen.,1,,
Post-office.,1,,
Sec.,1,,
68,1,,
statue.,1,,
Beekman's-Slip.,1,,
M.L.E.,1,,
--1797.,1,,
Brower.,1,,
5723,1,,
Loi.,1,,
Filium.,1,,
Oram.,1,,
Pudding-lane.,1,,
Folsom.,1,,
Weedg.,1,,
Assembly.,1,,
Wd.,1,,
Gilman.,1,,
Chesnut-St.,1,,
High-St.,1,,
gratis.,1,,
Market-Square.,1,,
Race-Street.,1,,
West-Springfield.,1,,
corn-field.,1,,
Liberty-Street.,1,,
Greenwich-Street.,1,,
Whitestown.,1,,
Gen.,1,,
Beekman-Slip.,1,,
Bridgwater.,1,,
Bassett--A.,1,,
Scull.,1,,
min.,1,,
Prod.,1,,
School-Street.,1,,
witnesses.,1,,
excel.,1,,
O.C.,1,,
(J.,1,,
Georgia.,1,,
7d.,1,,
cash.,1,,
dolls.,1,,
Smith-Street.,1,,
und.,1,,
Fenno.,1,,
governor's.,1,,
1do.,1,,
towns.,1,,
copyright.,1,,
XLIV.,1,,
Woods.,1,,
Madan.,1,,
Hutchins.,1,,
MDCXCIII.,1,,
South-end.,1,,
Claus.,1,,
N.J.,1,,
Walnut-Streets.,1,,
Rice.,1,,
Fowler.,1,,
Middle-Street.,1,,
Liberty-Tree.,1,,
flying-traders.,1,,
Connecticut.,1,,
Nancrede.,1,,
sue.,1,,
no.1232.,1,,
[...].,1,,
Germain.,1,,
17[38.,1,,
Sterling.,1,,
Moorfield.,1,,
Marckstrasse.,1,,
U.C.,1,,
[Uabistiguiatsch.,1,,
Ely.,1,,
colledg.,1,,
S[ewall].,1,,
London-Coffee-House.,1,,
Foster.,1,,
imprimerie.,1,,
New-Printing-House.,1,,
fabrique.,1,,
Mich[ael].,1,,
Bey.,1,,
N[ikolaus].,1,,
Zweyten-strasse.,1,,
Königs-strasse.,1,,
dispatch.,1,,
W[.,1,,
M'CorkellG.,1,,
Keruer.,1,,
co[m]morante[m].,1,,
Rad.,1,,
Augustine's-Back.,1,,
Mr.J.,1,,
n⁰.,1,,
Small-street.,1,,
Yd.,1,,
Apple-Tree.,1,,
Gottr.,1,,
Key-Lane.,1,,
Temple-Gates.,1,,
Academy.,1,,
catechism.,1,,
Mon.,1,,
Sheppard.,1,,
Garden-market.,1,,
ABm.,1,,
No.72.,1,,
Excellt.,1,,
Chu.,1,,
Stat.,1,,
Aitkin.,1,,
prt'd.,1,,
prtd.,1,,
V.R.,1,,
bd.,1,,
Ptd.,1,,
Ogilv.,1,,
Lubert.,1,,
Woolw.,1,,
publ.,1,,
p-z.,1,,
[et.,1,,
Rob[er]t.,1,,
gate-street.,1,,
Cranbrook.,1,,
Oct[obe]r.,1,,
Inc.,1,,
O.W.,1,,
Martin's-le-Grand.,1,,
N[athan].,1,,
Heol-y-Prior.,1,,
Tractat-Gesellschaft.,1,,
150,1,,
Aa.,1,,
Mass.,1,,
South-Bridge.,1,,
Banff.,1,,
No.73.,1,,
rédacteur.,1,,
longueur.,1,,
q.,1,,
Giacomo.,1,,
10s.6d.,1,,
ill.,1,,
Little-Wild-Street.,1,,
Graft.,1,,
Typorgraphos.,1,,
imprimée.,1,,
Somers-Town.,1,,
Sono-Square.,1,,
Keys.,1,,
Legg.,1,,
Whitechapel-Road.,1,,
Roch.,1,,
C.F.G.,1,,
colln.,1,,
D.R.,1,,
Governour.,1,,
filiorum.,1,,
fill.,1,,
Gott.,1,,
Dominique.,1,,
D.H.,1,,
Imp.-Lib.,1,,
imprimeur-libr.,1,,
Noyers.,1,,
Théatins.,1,,
Andreapoli.,1,,
.....A.,1,,
l'immortalité.,1,,
