"","x"
"3671","printed by J.M. for Henry Herringman, and are to be sold at his shop at the Anchor in the New-Exchange in the lower-walk"
"3672","printed by J[ohn]. S[treater]. for George Sawbridge, and are to be sold at the signe of the Bible on Lud-Gate Hill"
"3673","printed by John Macock for Francis Tyton, and are to be sold at his shop at the three Daggers neer the Inner-Temple, Fleetstreet"
"3674","printed by T[homas]. R[atcliffe]. and E[dward]. M[ottershed]. for George Calvert, and are to be sold at his shop at the sign of the Half-Moon in Watling-street neer Pauls stump"
"3675","printed for the author, and are to be sold at B. Billing. at the Printing-Press in Corn-hill"
"3676","printed by James Young, for John Saywell, and are to be sold at his shop, at the sign of the Grey-hound in Little Britain, without Aldersgate"
"3677","printed by Tho: Newcomb, for Robert Bostock, and are to be sold at his shop at the sign of the Kings-Head in St Pauls Church-yard"
"3678","printed for Richard Marriot, and are to be sold at his shop in St. Dunstans Church-yard Fleetstreet"
"3679","printed by Tho. Newcomb, for George Thomason, and are to be sold at his shop at the sign of the Rose and Crown in St. Pauls Church-yard"
"3680","printed by Tho. Newcomb, for George Thomason, and are to be sold at the Rose and Crown in S. Pauls Church-yard"
"3681","printed by E[dward]. M[ottershed]. for Gabriel Bedell, and Thomas Collins; and are to be sold at their shop, at the Middle-Temple Gate in Fleet-street"
"3682","printed by Tho. Newcomb, for Robert Bostock, and are to be sold at the Rose and Crown in S. Pauls Church-yard"
"3683","printed for E.S. and are to be sold at the Greyhound in St. Paul's Church-yard"
"3684","printed by R[obert]. I[bbitson] for Andrew Crook, and are to be sold at his shop, at the signe of the Green Dragon in St. Pauls Church-yard"
"3685","printed for J.C. and are to be sold at the Royall Exchange in Cornhill, and in the Old-Bayley"
"3686","printed for Humphrey Moseley, and are to be sold at his shop at the Princes Armes in Saint Pauls Church-yard"
"3687","printed for William Adderton, and are to be sold at his shop at the three Golden Falcons in Duck-lane"
"3688","printed for Francis Smith, and are to be sold at his shop, at the Elephant and Castle near Temple-Bar"
"3689","printed for the author, and are to be sold at the Angel in Cornhil"
"3690","printed for H. Hils, and G. Calvert, and are to be sold at his house over against S. Thomases Hospitall in Southwark, and at the Black Spread-Eagle at the west end of Pauls, neare Ludgate"
"3691","printed for M.M. G. Bedell, and T.C. and are to be sold at their shop at the Middle-Temple-gate in Fleetstreet"
"3692","printed by J.G. for M.M. Gabriel Bedel, and Thomas Collins, and are to be sold at the middle-Temple-gate, in Fleet-street"
"3693","printed [by J. Streater] for H. Twyford, T. Dring, and J. Place: and are to be sold at their shops in Vine-Court Middle-Temple, at the George in Fleet-Street, and at Furnivals Inne-Gate in Holborne"
"3694","printed for Humphrey Moseley, and are to be sold at his shop, at the signe of the Princes Armes in St Pauls Churchyard"
"3695","printed for John Crooke and John Playford, and are to be sold at their shops in St. Paul's Church yard and in the Inner Temple"
"3696","printed for Laurence Chapman, and are to be sold at his shop, next door to the Fountain Tavern in the Strand, near the Savoy"
"3697","printed by T. Maxey for Richard Marriot, and are to be sold at his shop in St. Dunstan's Church-yard in Fleetstreet"
"3698","printed at the signe of the Hornes in Queen-street, neere my Lord Fairfax's house, and are to be sold at the Dildoe in Distaffe-Lane"
"3699","printed for Humphrey Moseley, and are to be sold at his shop at the Princes Armes in S. Pauls Church-yard"
"3700","printed by Peter Cole, and are to be sold at the signe of the Printing Presse neer the Royal Exchange"
"3701","printed by Charles Sumptner, for Thomas Brewster, and Gregory Moule, and are to be sold at the three Bibles in the Poultrey, under Mildreds Church"
"3702","by Thomas Paine, and are to be sold at his house in Goold [sic] Smiths Alley in Redcrosse Street"
"3703","printed by J[ames]. W[atson]. for Thomas Carruthers,and sold at his shop in the Parliament Closs [sic]"
"3704","printed by R.W. for Francis Tyton, and are to be sold at his shop, at the sign of the three Daggers neer the Inner Temple gate"
"3705","printed for Elizabeth Cellier, and are to be sold at her house in Arundel-street near St. Clements Church"
"3706","printed by John Macock, for Francis Tyton, and are to be sold at his shop at the sign of the three daggers neer the inner Temple in Fleetstreet"
"3707","printed by R.W. for Francis Tyton, and are to be sold at the three Daggers in Fleetstreet neer the Temple-Gate"
"3708","printed for T.B. and are to be sold at the three Bibles in Paul's Church-yard; and in Westminster-Hall"
"3709","printed for Tho. Brewster, and are to be sold at the sign of the Three Bibles, at the west-end of Pauls"
"3710","printed by W.H. for Iohn Tey, and are to be sold at his shop at the sign of the White Lion in the Strand, neer the New Exchange"
"3711","printed by T[homas]. R[oycroft]. for Andrew Crook, Henry Twyford, Gabriel Bedell, Thomas Dring, and John Place, and are to be sold at their shops"
"3712","printed by T.N. for Humphrey Moseley, and are to be sold at his shop at the sign of the Princes Arms in St Pauls Churchyard"
"3713","printed for Francis Tyton, and are to be sold at his shop at the sign of the three Daggers neer the Middle-Temple gate"
"3714","printed by T.W. for R. Best and I. Place, and are to be sold at Grays-Inne-Gate"
"3715","printed for Liveuell [sic] Chapman, and are to be sold at the Crown in Popes-head Alley"
"3716","printed for Gabriel Bedell, and are to be sold at the Middle Temple Gate in Fleetstreet"
"3717","printed for Gabriel Bedell, and are to be sold at the Middle Temple Gate in Fleetstreet"
"3718","printed for Giles Calvert, and are to be sold at his shop at the Black spread-Eagle, neer the west end of Pauls"
"3719","printed by T.B. for Geo. Badger, and are to bee sold at his shop, in St. Dunstans Church-Yard, in Fleet-Street"
"3720","printed by T.C. and are to be sold at the three Pigeons in Pauls Church-yard"
"3721","printed by James Flesher, for Henry Hood, and are to be sold at his shop in Saint Dunstans Church-yard in Fleetstreet"
"3722","printed by T.N. for G.B. and T.C. and are to be sold at the Middle Temple Gate"
"3723","printed for Laurence Chapman, and are to be sold at his shop, next door to the Fountain Tavern in the Strand, near the Savoy"
"3724","Printed in London and sold at the Castle in Corn-hill"
"3725","printed for Humphrey Harward, and are to be sold at his shop at the George upon Ludgate-hill over against the Bel-Salvage"
"3726","printed for Jo: Martin, Ja: Allestry, and Tho: Dicas, and are to be sold at the Bell in St. Pauls Church-yard"
"3727","printed for John Playford, and are to be sold at his shop in the Inner Temple"
"3728","printed for Thomas Dring, and are to be sold at his shop at the George in Fleetstreet, neere Cliffords-Inne"
"3729","printed for Timothy Twyford, and are to be sold at his shop within the Inner Temple Gate"
"3730","printed for T. Dring and J. Starkey, and are to be sold at their shops, at the George in Fleet street near Cliffords Inne, and the Miter at the west end of St. Pauls Church"
"3731","by I. Dawson, for Thomas Walkley, and are to be sold at his shop, at the signe of the Flying Horse, betweene Yorke-house, and Brittains-Burse"
"3732","printed for G. Horton, and are to be sold at the Royoll [sic] Exchange in Cornhill"
"3733","printed for Giles Calvert, and are to be sold at the Black Spread-Eagle at the west-end of Pauls"
"3734","printed for Ralph Smith, and are to be sold at his shop at the signe of the Bible in Cornhill neer the Royall Exchange"
"3735","printed for Samuel Keble and are to be sold at the Great Turks-Head in Fleetstreet; over against Fetter-Lane end"
"3736","printed by John Field for Ralph Smith, and are to be sold at the signe of the Bible, neer the Royal Exchange"
"3737","printed by Tho: Roycroft, and are to be sold at most book-sellers shops"
"3738","printed by T. Mab and A. Coles, for John Saywell, and are to be sold at his shop at the signe of the Grey-hound in Little-Britain without Aldersgate"
"3739","printed by T. Mab, for John Saywell, and are to be sold at his shop at the sign of the Grey-hound in Little-Britain without Aldersgate"
"3740","printed for Edward Farnham, and are to be sold at his shop in Popes-head Alley near Cornhill"
"3741","printed by J.C. and are to be sold at the Angel in Paul's Church-yard"
"3742","printed for T. Brewster, and G. Moul, and are to be sold at their shop in Pauls Church-yard, near the west end"
"3743","Printed, for T. Taylor widow, and are to be sold at her shop in Cork"
"3744","printed by T. Lock for Hen. Flesher, and are to be sold at his shop at the signe of the thrre [sic] Cups in Pauls Church-yard"
"3745","printed by Robert Wood; and are to be sold at his house, near the Flying-Horse in Grubstreet"
"3746","printed by F: Neile for Samuel Gellibrand, and are to be sold at his shop at the Brasen Serpent in Pauls Church-yard"
"3747","printed by J. Macock, for Octavian Pullen, and are to be sold at the sign of the Rose in Pauls Church-yard"
"3748","printed for R. Dawlman, and are to be sold at the signe of the Crowne and Bible at Dowgate, neer Canning-street"
"3749","printed for Giles Calvert, and are to be sold at his shop at the black spread-Eagle neer the west end of Pauls"
"3750","printed for Iohn Benson, and are to be sold at his shop in Dunstans Church-yard"
"3751","printed for Samuel Satterthwaite; and are to be sold at his shop at the signe of the Sun on Garlick-Hill"
"3752","printed for Francis Smith, and are to be sold at the Elephant and Castle without Temple-Bar; and by Henry Mortlock at the White Horse in Westminster-Hall"
"3753","printed by R. Cotes, for Andrew Crooke, and are to be sold at his shop at the signe of the Greene Dragon, in Pauls Church-yard"
"3754","printed by T. Brudenell for N.A. and are to be sold at the Angell and Bible in Lumberstreet"
"3755","printed by E. H. for Samuel Lowndes, and are to be sold at his shop, over against Exeter-Exchange in the Strand"
"3756","printed for Stephen Bowtell, and are to be sold at his shop at the sign of the Bible in Popes-head-alley"
"3757","printed for Giles Calvert, and are to be sold at his shop at the signe of the black spread Eagle, at the west end of Pauls"
"3758","printed for Edward Husbands, and are to be sold at his shop in the Middle Temple"
"3759","printed for Edward Husbands, and are to be sold at his shop in the Middle-Temple"
"3760","printed by John Cairns, and are to be sold at his Shop, on the North-side of the street over against the Lucken-Booths"
"3761","printed by W. G. for John Playford, and are to be sold at his shop in the Temple"
"3762","printed for Benj. Tooke, and Luke Meredith, and are to be sold at the Star in St. Paul's Church-yard, and at the Middle-Temple-Gate in Fleet-Street"
"3763","printed by H.H. for W.L and are to be sold at the sign of the Blackmore near Bishopgate"
"3764","printed by E.P. for Fr. Coles, and are to be sold at his shop in the Old-Bayly, at the signe of the Halfe-Bowle"
"3765","printed for Richard Tomlins and Nathaniel Brook, and are to be sold at the Sun neere Pye-Corner, and at the Angell in Cornwell neere the Exchange"
"3766","printed for R. Dawlman, and are to be sold at the signe of the Crowne and Bible at Dowgate, neere Canning-street"
