"publisher_orig_data","verb","target_string","person","person_type","place","place_prefix","actor_type"
"printed for A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","printed for","A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","A. Millar","person","Strand","in the","print"
"printed for A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","printed for","A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","T. Cadell","person","Strand","in the","print"
"printed for A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","printed for","A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","D. Wilson","person","Strand","in the","print"
"printed for A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","printed for","A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","T. Durham","person","Charing Cross","at","print"
"printed for A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","printed for","A. Millar and T. Cadell, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church","T. Payne","person",NA,NA,"print"
"printed for W. Strahan, J. and F. Rivington, W. Johnston, T. Payne, T. Longman, Wilson and Nicoll, T. Durham, and T. Cadell","printed for","W. Strahan, J. and F. Rivington, W. Johnston, T. Payne, T. Longman, Wilson and Nicoll, T. Durham, and T. Cadell","W. Strahan","person",NA,NA,"print"
"printed by Joseph Cooper; and sold by John Murray, No. 30, Fleet Street; J. Johnson, St. Paul's Church Yard; and by William Creech, in Edinburgh","printed by","Joseph Cooper; and","Joseph Cooper","person",NA,NA,"print"
"printed by Joseph Cooper; and sold by John Murray, No. 30, Fleet Street; J. Johnson, St. Paul's Church Yard; and by William Creech, in Edinburgh","sold by","John Murray, No. 30, Fleet Street; J. Johnson, St. Paul's Church Yard; and by William Creech, in Edinburgh","John Murray","person","Fleet Street","No. 30","sell"
"printed by Joseph Cooper; and sold by John Murray, No. 30, Fleet Street; J. Johnson, St. Paul's Church Yard; and by William Creech, in Edinburgh","sold by","John Murray, No. 30, Fleet Street; J. Johnson, St. Paul's Church Yard; and by William Creech, in Edinburgh","J. Johnson","person","St. Paul's Church Yard",NA,"sell"
"printed by Joseph Cooper; and sold by John Murray, No. 30, Fleet Street; J. Johnson, St. Paul's Church Yard; and by William Creech, in Edinburgh","sold by","John Murray, No. 30, Fleet Street; J. Johnson, St. Paul's Church Yard; and by William Creech, in Edinburgh","William Creech","unknown","Edinburgh","in","sell"
NA,NA,"NA",NA,NA,NA,NA,NA
"chez Jacob Tonson libraire. Et ce [sic] vendent chez les libraires françois",NA,"chez Jacob Tonson libraire. Et ce vendent chez les libraires françois",NA,NA,NA,NA,NA
"printed by R. Reilly, for the author","printed by","R. Reilly, for the author","R. Reilly","person",NA,NA,"print"
"printed by C. Macrae, Orange-Street; and sold by T. Cadell, in the Strand","printed by","C. Macrae, Orange-Street; and","C. Macrae","person",NA,NA,"print"
"printed by C. Macrae, Orange-Street; and sold by T. Cadell, in the Strand","printed by","C. Macrae, Orange-Street; and","Orange-Street","unknown",NA,NA,"print"
"printed by C. Macrae, Orange-Street; and sold by T. Cadell, in the Strand","sold by","T. Cadell, in the Strand","T. Cadell","person","Strand","in the","sell"
"printed in the year",NA,"printed in the year",NA,NA,NA,NA,NA
"printed by Mr. Andrew Symson, and are to be sold by him and Mr. Henry Knox","printed by","Mr. Andrew Symson, and are to be","Mr. Andrew Symson","person",NA,NA,"print"
"apud Balfour et Smellie, Academiae Typographos",NA,"apud Balfour et Smellie, Academiae Typographos",NA,NA,NA,NA,NA
"printed for T. Becket, Pall-Mall, Bookseller to his Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes","printed for","T. Becket, Pall-Mall, Bookseller to his Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes","T. Becket","person","Pall-Mall",NA,"print"
"printed for T. Becket, Pall-Mall, Bookseller to his Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes","printed for","T. Becket, Pall-Mall, Bookseller to his Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes","Bookseller","unknown",NA,NA,"print"
"printed for T. Becket, Pall-Mall, Bookseller to his Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes","printed for","T. Becket, Pall-Mall, Bookseller to his Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes","Royal Highness","unknown",NA,NA,"print"
"printed by H. Goldney, for J. Buckland, Paternoster-Row","printed by","H. Goldney, for J. Buckland, Paternoster-Row","H. Goldney","person","Paternoster-Row",NA,"print"
"printed by H. Goldney, for J. Buckland, Paternoster-Row","printed by","H. Goldney, for J. Buckland, Paternoster-Row","J. Buckland","person","Paternoster-Row",NA,"print"
"printed and are to be sold by John Nutt, near Stationers-Hall","sold by","John Nutt, near Stationers-Hall","John Nutt","person","Stationers-Hall","near","sell"
"Printed and sold at the printing-office in Aldermary church-yard, London","stringstart","Printed and","Printed","person",NA,NA,"unk"
"Printed and sold at the printing-office in Aldermary church-yard, London","sold at","the printing-office in Aldermary church-yard, London",NA,NA,"Aldermary church-yard , London","the printing-office in","sell"
"printed and sold by W. Boreham at the Angel in Pater-Noster-Row","sold by","W. Boreham at the Angel in Pater-Noster-Row","W. Boreham","person","Angel in Pater-Noster-Row","at the","sell"
"printed and sold by W. Boreham at the Angel in Pater-Noster-Row","printed and sold by","W. Boreham at the Angel in Pater-Noster-Row","W. Boreham","person","Angel in Pater-Noster-Row","at the","print_sell"
"printed for J. Dawson; and sold by all booksellers in town and country","printed for","J. Dawson; and","J. Dawson","person",NA,NA,"print"
"printed by H. Smith, No. 4, Red-Lion-Court, Fleet-Street; published by Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","published by","Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","Ballard","person",NA,NA,"publish"
"printed by H. Smith, No. 4, Red-Lion-Court, Fleet-Street; published by Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","published by","Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","Chandos-Street","unknown",NA,NA,"publish"
"printed by H. Smith, No. 4, Red-Lion-Court, Fleet-Street; published by Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","published by","Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","Evans","unknown","Holborn-Hill","No. 120","publish"
"printed by H. Smith, No. 4, Red-Lion-Court, Fleet-Street; published by Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","published by","Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","Bone","unknown","Holborn-Hill","No. 120","publish"
"printed by H. Smith, No. 4, Red-Lion-Court, Fleet-Street; published by Ballard, Chandos-Street; Evans and Bone, No. 120, Holborn-Hill; and may be had of every bookseller in town and country","printed by","H. Smith, No. 4, Red-Lion-Court, Fleet-Street;","H. Smith","person","Red-Lion-Court , Fleet-Street","No. 4","print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed by J. Williams, No. 21, Skinner-Row","printed by","J. Williams, No. 21, Skinner-Row","J. Williams","person","Skinner-Row","No. 21","print"
"printed for A. Baldwin","printed for","A. Baldwin","A. Baldwin","person",NA,NA,"print"
"printed by Andrew Crook, Printer to the Queens most Excellent Majesty, in Copper-Alley","printed by","Andrew Crook, Printer to the Queens most Excellent Majesty, in Copper-Alley","Andrew Crook","person",NA,NA,"print"
"printed by Andrew Crook, Printer to the Queens most Excellent Majesty, in Copper-Alley","printed by","Andrew Crook, Printer to the Queens most Excellent Majesty, in Copper-Alley","Printer","unknown",NA,NA,"print"
"printed for J. Roberts, near the Oxford-Arms, in Warwick-Lane; and sold by the booksellers of London and Westminster","printed for","J. Roberts, near the Oxford-Arms, in Warwick-Lane; and","J. Roberts","person","Oxford-Arms , in Warwick-Lane","near the","print"
"printed for John Stockdale, Opposite Burlington-House, Piccadilly","printed for","John Stockdale, Opposite Burlington-House, Piccadilly","John Stockdale","person","Burlington-House , Piccadilly","Opposite","print"
"Philadelphia printed. Dublin: re-printed by P. Byrne","stringstart","Philadelphia printed. Dublin: re",NA,NA,"Philadelphia",NA,"unk"
"Philadelphia printed. Dublin: re-printed by P. Byrne","stringstart","Philadelphia printed. Dublin: re",NA,NA,"Dublin",NA,"unk"
"Philadelphia printed. Dublin: re-printed by P. Byrne","printed by","P. Byrne","P. Byrne","person",NA,NA,"print"
"printed for W. Meadows, and T. Cox in Cornhill; and R. Wellington, without Temple Bar","printed for","W. Meadows, and T. Cox in Cornhill; and R. Wellington, without Temple Bar","W. Meadows","person","Cornhill","in","print"
"printed for W. Meadows, and T. Cox in Cornhill; and R. Wellington, without Temple Bar","printed for","W. Meadows, and T. Cox in Cornhill; and R. Wellington, without Temple Bar","T. Cox","person","Cornhill","in","print"
"printed for W. Meadows, and T. Cox in Cornhill; and R. Wellington, without Temple Bar","printed for","W. Meadows, and T. Cox in Cornhill; and R. Wellington, without Temple Bar","R. Wellington","person","Temple Bar",NA,"print"
"printed for W. Owen, at Homer's Head, near Temple-Bar","printed for","W. Owen, at Homer's Head, near Temple-Bar","W. Owen","person","Homer's Head , near Temple-Bar","at","print"
"printed for the author",NA,"the author",NA,NA,NA,NA,NA
"printed for J. Johnson, in St. Paul's Church-Yard","printed for","J. Johnson, in St. Paul's Church-Yard","J. Johnson","person","St. Paul's Church-Yard","in","print"
"Jamaica, printed: London, reprinted from the second edition; by T. Becket","stringstart","Jamaica, printed: London, reprinted from the second edition; by T. Becket","Jamaica","person","London",NA,"unk"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for E. and C. Dilly, in the Poultry",NA,"E. and C. Dilly, in the Poultry",NA,NA,NA,NA,NA
"printed for J. Walker","printed for","J. Walker","J. Walker","person",NA,NA,"print"
"printed by James Esdall, at the Corner of Copper-Alley, on Cork-Hill","printed by","James Esdall, at the Corner of Copper-Alley, on Cork-Hill","James Esdall","person","Corner of Copper-Alley , on Cork-Hill","at the","print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for J. Debrett, opposite Burlington House, in Piccadilly","printed for","J. Debrett, opposite Burlington House, in Piccadilly","J. Debrett","person","Burlington House , in Piccadilly","opposite","print"
"printed by P. Byrne, No. 108, Grafton-Street","printed by","P. Byrne, No. 108, Grafton-Street","P. Byrne","person","Grafton-Street","No. 108","print"
"printed for J. Murray, No. 32, Fleet street","printed for","J. Murray, No. 32, Fleet street","J. Murray","person","Fleet street","No. 32","print"
"printed for Hawes, Clarke and Collins, in Paternoster Row","printed for","Hawes, Clarke and Collins, in Paternoster Row","Hawes","person","Paternoster Row","in","print"
"printed for Hawes, Clarke and Collins, in Paternoster Row","printed for","Hawes, Clarke and Collins, in Paternoster Row","Clarke","unknown","Paternoster Row","in","print"
"printed for Hawes, Clarke and Collins, in Paternoster Row","printed for","Hawes, Clarke and Collins, in Paternoster Row","Collins","unknown","Paternoster Row","in","print"
NA,NA,"NA",NA,NA,NA,NA,NA
NA,NA,"NA",NA,NA,NA,NA,NA
"printed by J. Milliken","printed by","J. Milliken","J. Milliken","person",NA,NA,"print"
"printed by J. Milliken","printed by","J. Milliken","J. Milliken","person",NA,NA,"print"
"printed and sold by B. Bragge","sold by","B. Bragge","B. Bragge","person",NA,NA,"sell"
"printed and sold by B. Bragge","printed and sold by","B. Bragge","B. Bragge","person",NA,NA,"print_sell"
"printed by J. Milliken","printed by","J. Milliken","J. Milliken","person",NA,NA,"print"
"printed by J. Milliken","printed by","J. Milliken","J. Milliken","person",NA,NA,"print"
"printed by J. Milliken","printed by","J. Milliken","J. Milliken","person",NA,NA,"print"
"printed for R. Dodsley, and sold by M. Cooper","printed for","R. Dodsley, and","R. Dodsley","person",NA,NA,"print"
"printed for R. Dodsley, and sold by M. Cooper","sold by","M. Cooper","M. Cooper","person",NA,NA,"sell"
"printed for T. Cooper, at the Globe in Pater-Noster-Row","printed for","T. Cooper, at the Globe in Pater-Noster-Row","T. Cooper","person","Globe in Pater-Noster-Row","at the","print"
"printed for J. Johnson, at No. 72, St. Paul's Church-Yard","printed for","J. Johnson, at No. 72, St. Paul's Church-Yard","J. Johnson","person","St. Paul's Church-Yard","at No. 72","print"
"Printed for J. Debrett, (successor to Mr. Almon opposite Burlington-House, Piccadilly","printed for","J. Debrett, (successor to Mr. Almon opposite Burlington-House, Piccadilly","J. Debrett","person","Burlington-House , Piccadilly","opposite","print"
"Printed for J. Debrett, (successor to Mr. Almon opposite Burlington-House, Piccadilly","printed for","J. Debrett, (successor to Mr. Almon opposite Burlington-House, Piccadilly","Mr. Almon","unknown","Burlington-House , Piccadilly","opposite","print"
"Printed in London in","stringstart","Printed in London in","Printed","person","London in","in","unk"
"printed for Nath. Hillier","printed for","Nath. Hillier","Nath. Hillier","person",NA,NA,"print"
"printed for William Creech","printed for","William Creech","William Creech","person",NA,NA,"print"
"printed for E. Curll, in Fleetstreet","printed for","E. Curll, in Fleetstreet","E. Curll","person","Fleetstreet","in","print"
"printed for the author; and sold by G. Herdsfield","sold by","G. Herdsfield","G. Herdsfield","person",NA,NA,"sell"
"printed by J. Stockdale, 62, Abbey-Street, Near Carlisle Bridge","printed by","J. Stockdale, 62, Abbey-Street, Near Carlisle Bridge","J. Stockdale","person","Carlisle Bridge","Near","print"
