publication_frequency_text	publication_frequency_annual	original_frequency	original_interval	original_time	Count
Two per Week	104.00	semiweekly	numb. 1 (wednesday, march 9. 1680/1)-numb. 247 (tuesday march 20. 1682/3)	1681-1682/3. [i.e. 1683]	1
Two per Week	104.00	semiweekly	began no. 1, aug. 23, 1682; ceased no. 25, nov. 15, 1682	1682	1
Two per Week	104.00	semiweekly	num. 1. (london, thursday april 6. 1682.).-num. 56. (london, from friday october 13. to tuesday october 17. 1682.)	1682	1
Two per Week	104.00	semiweekly	numb. i (tuesday, january 6, 1713.)-numb. xxxvii. (from saturday, may 9, to wednesday, may 13, 1713.)	[1713]	1
Two per Week	104.00	semiweekly	numb. i. (tuesday, november 12. 1734.)-clxxiii. (friday, july 2. 1736.)	[1734-1736]	1
Two per Week	104.00	semiweekly	[vol. i] numb. 4. (thursday august 24, 1710.)-;ceased with: [new ser.] vol. iii. numb. 52., 10 mar., 1716	1710-1716	1
Two per Week	104.00	semiweekly	[vol. 1] numb. 1. (thursday, august 3. 1710.)-;ceased with: [new ser.] vol. iii. numb. 52., 10 mar., 1716	1710	1
Two per Week	104.00	semiweekly	no. i. (saturday, jan. 23. 1779.)-no. cx. (saturday, may 27. 1780.)	[1779-1780]	1
Two per Week	104.00	semiweekly	numb. i. (wednesday, january 20. 1720.)-numb. liii. (wednesday, january 4. 1720. [i.e. 1721])	[1720-1721]	1
Two per Week	104.00	semiweekly	numb. i (monday, march 3. 1712.)-numb. xlv. (from fryday, august 1, to monday, august 4. 1712.)	[1712]	1
Two per Week	104.00	semiweekly	[numb. 1.]-numb. 10	[1684]]	1
Two per Week	104.00	semiweekly	number i (tuesday, november 7, 1752)-number cxl (saturday, march 9, 1754)	[1752-1754]	1
Two per Week	104.00	semiweekly	began in 1714.;-dublin wednesday august 28th. 1723	-1723	1
Two per Week	104.00	semiweekly	no. 3591. (saturday december the 21st, 1728)-;ceased in may? 1732	1728-	1
Two per Week	104.00	semiweekly	numb. 1. (saturday july 18th, 1702.)-numb. 13. (tuesday august 25th, to saturday august 29th, 1702.)	1702	1
Two per Week	104.00	semiweekly	numb. 1 (septemb. 30. 1690.)-;ceased with: no. 152 (14 oct. 1693)	1690-	1
Two per Week	104.00	semiweekly	began 8 apr. ? 1709	[1709?]-	1
Two per Week	104.00	biweekly	numb. 1. (tuesday, the 16. of aprill, 1644)-numb. 2. (tuesday, the 30. of aprill, 1644)	1644	1
Two per Week	104.00	semiweekly	numb. 53. (friday decemb. 30. to friday january 6.)-numb. 104 (friday june 29. to friday july 6. 1660)	[1660]	1
Two per Week	104.00	semiweekly	began in dec. 1703; ceased in 1712?	<1704-1714>	1
Two per Week	104.00	semiweekly	began in 1784; ceased in 1819?	[1794]-	1
Two per Week	104.00	semiweekly	began in 1753; ceased in 1766	[1753]-	1
Two per Week	104.00	semiweekly	vol. ii. num. i. (saturday, february the 28th, to tuesday, march the 2d, 1735 [i.e. 1736])-vol. ii. num. liii. (saturday august, the 28th, to tuesday, august the 31st 1736.)	[1736]	1
Two per Week	104.00	semiweekly	vol. i. numb. ii. (tuesday may the 6th, 1735)-vol. i. numb. lxxxvi. (tuesday february, the 24th, to saturday february the 28th, 1735. [i.e. 1736])	[1735-1736]	1
Two per Week	104.00	semiweekly	vol. i. numb.1. (saturday, may the 3d. [1735])	[1735]	1
Two per Week	104.00	semiweekly	vol. xxxiv. thursday, january 3, 1793. numb. 1.-	[1793-	1
Two per Week	104.00	semiweekly	began in 1800.;-vol. i. numb. 79. wednesday, january 21, 1801	-1801]	1
Two per Week	104.00	semiweekly	began in 1770; ceased in 1775?	[1770-1775?]	1
Two per Week	104.00	semiweekly	began in sept.? 1799; ceased in 1799	<1799-	1
Two per Week	104.00	semiweekly	numb. xvi (saturday, april 9. 1720.)-numb. xxvi (saturday, may 14. 1720.)	[1720]	1
Two per Week	104.00	biweekly	began in april 1660; ceased: 5 july 1660.;-numb. 22. (from thursday june 28. to thursday july 5. 1660.)	[1660]	1
Two per Week	104.00	semiweekly	numb. i. (wednesday, august 6. 1718.)-numb. vi. (friday, august 22. 1718.)	[1718]	1
Two per Week	104.00	semiweekly	numb. i. (wednesday, october 5, 1720.)-numb. xxx. (monday, january 16, 1720. [i.e. 1721])	[1720-1721]	1
Two per Week	104.00	semiweekly	monday, feb. 18, 1799. no. v.-friday, march 8, 1799. no. x	[1799]	1
Two per Week	104.00	semiweekly	began in feb. 1799.;-no. iv. (friday, feb. 15, 1799.)	[1799]	1
Two per Week	104.00	semiweekly	began 11 sept. 1784; ceased 11 dec. 1784	m,dcc,lxxxiv. [1784]	1
Two per Week	104.00	semiweekly	no. i. (saturday, november 6, 1773.-no. xiv. (wednesday, december 22, 1773.)	[1773]	1
Two per Week	104.00	semiweekly (when parliament is sitting)	numb. i. [friday, feb. 9th 1728.]-numb. xxxii. (tuesday, may 28, 1728.)	[1728]	1
Two per Week	104.00	biweekly	number i. ([nov. ?, 1776])-number v. (thursday, january 2, [1777])	m,dcc,lxxvi.-m,dcc,lxxvii. [1776-1777]	1
Two per Week	104.00	biweekly	[no. i. (1 mar. 1756)]-numb. v. (saturday, april the 24th, to saturday, may the 15th, 1756.)	mdcclvi. [1756]	1
Two per Week	104.00	biweekly	no. i. (october 5, 1797.)	1797	1
Two per Week	104.00	semiweekly	began with: no. 1, 14 dec. 1724.;-numb. iii. (monday, december 21, 1724.)	[1724]	1
Two per Week	104.00	semiweekly	numb. i. (monday february 6, 1720 [i.e. 1721])-numb. viii. (friday march 3, 1720 [i.e. 1721])	[1721]	1
Two per Week	104.00	semiweekly	numb. i. (monday march 6, 1720 [i.e. 1721])-numb. ix. (friday april 7, 1721.)	[1721]	1
Two per Week	104.00	semiweekly	numb. 1. (wednesday, june 6. 1705.)-numb. 23. (wednesday, august 21 [i.e. 22]. 1705.).#	mdccv. [1705]	1
Two per Week	104.00	semiweekly	vol. i. numb. 1 (tuesday, june 12. 1705)-vol. ii. numb. 51 (from saturday, dec. 1. to tuesday, dec. 4. 1705)	[1705]	1
Two per Week	104.00	biweekly	[number i. (mar. 7? 1783)]-;ceased: 6 feb. 1784	1783-	1
Two per Week	104.00	biweekly	began with: vol. 1, no. 1 (8 jan. 1743); ceased with: vol. 3, no. 60 (6 apr. 1745)	[1743-1745]	1
Two per Week	104.00	semiweekly	began: mar. 6? 1793	<1793>	1
Two per Week	104.00	biweekly	began with no. 1 (1 jan. 1788)	1788-	1
Two per Week	 96.00	eight to eleven times a month	numb. 30 (wednesday, july 6. 1681)-numb. 112 (thursday, march 16. 1681 [i.e. 1682])	[1681-1682]	1
Two per Week	 96.00	eight to eleven times a month	numb. 1 (wednesday, april 13. 1681)-numb. 29 (saturday, july 2. 1681)	[1681]	1
Weekly	 52.00	weekly	no. i (tuesday, march 9, 1784)-	[1784]-	1
Weekly	 52.00	weekly	[ser. 1] numb. 2. (from friday the 24th of may, till friday the 31. of may. 1644.)-[ser. 2] num. 6. (from thursday the 25. of february, to thursday the 5. of march. 1645 [i.e. 1646])	[1644-1646]	1
Weekly	 52.00	weekly	numb. 1. (the whole week past, ending saturday aprill 26. 1645.)	1645	1
Weekly	 52.00	weekly	began: jan. 3, 1751; ceased 4 dec. 1778	1751-1778]	1
Weekly	 52.00	weekly	began in 1791?;by 1792 title had changed to: swinney's birmingham chronicle: and warwickshire and staffordshire advertiser	[1791?-1792?]	1
Weekly	 52.00	weekly	number 1 (friday the 29. of december [1643], till fryday the 5. of ianuary. 1644)-;ceased with: no. 20, 24 may 1644	[1644]	1
Weekly	 52.00	weekly	began in august 1651?;-numb. v (from tueesday[sic] the 26. of august until tuesday the 3. of sep [1651])	[1651]	1
Weekly	 52.00	weekly	numb.38.the third volume (friday, february 25. 1680/1)-numb.80.the third volume (friday, dec. 16. 1681); numb.1.the fourth volume (friday, dec. 23. 1681)-numb.35.the fourth volume (friday, august 18. 1682); numb.1.the fifth volume (friday, august 25. 1682)-numb. 47.the fifth volume (friday, july 13. 1683)	1681-[1683]	1
Weekly	 52.00	weekly	began in 1783 or 1784; ceased before may 16, 1784	[1783?-1784]	1
Weekly	 52.00	weekly	began: no. 1, 5 feb. 1743.;-no. 178 (saturday, september 27, 1746)	[1743-1746]	1
Weekly	 52.00	weekly	volume lxxiii[73] (thursday, february 19, 1789) no. 3748	<1789-	1
Weekly	 52.00	weekly	volume lx[60] (thursday, august 15, 1776) no. 3099	<1776-	1
Weekly	 52.00	weekly	(friday, may the 15th, 1772) number ccc [300] - (friday, june the 12th, 1772) number cciv [304]	<1772-	1
Weekly	 52.00	weekly	began: 1736?;-(friday, december the 8th 1738) numb. cxxxiv [134]	<1736-1738>	1
Weekly	 52.00	weekly	vol. xxvi. no. 1757 (tuesday, may 3, 1797.)-;ceased in 1880	<1792?-1880>	1
Weekly	 52.00	weekly	began with: no. 1 (13 nov. 1741?)	[1741?]-	1
Weekly	 52.00	weekly	numb. i. ([feb. 4, 1717])-	[1717 or 1720]	1
Weekly	 52.00	weekly	numb 1 (from wednes. the 31. of january. till wed. the 7 of februry [sic] 1648 [i.e. 1649])	1649]	1
Weekly	 52.00	weekly	began in <sept.> 1798; ceased: 30 dec. 1864	[1798]-	1
Weekly	 52.00	weekly	vol. v1. no. 293 {weeks since first published} (from friday, april 21, to friday, april 28, 1769.)-vol. viii. [sic] no. 379 (from friday, december 14, to friday, december 21, 1770.)	[1769-1770]	1
Weekly	 52.00	weekly	vol. ii. no. 99. {weeks since first published} (from thursday july 11, to thursday july 18, 1765)-;ceased with: vol. v. no. 210 (sept. 4/11, 1767)	[1765-1767]	2
Weekly	 52.00	weekly	vol. ii. no. 98. {weeks since first published} (from thursday july 4, to thursday july 11, 1765)	[1765]	1
Weekly	 52.00	weekly	no. 1. (friday, september the 2d, 1763.)-;ceased: 5 july 1765	[1763-1765]	1
Weekly	 52.00	weekly?	-no. 399 (saturday, july 30, 1768)	[176-?-1768]	1
Weekly	 52.00	weekly	began in 1777?	[1777?]-	1
Weekly	 52.00	weekly (wth some variation)	no. 1. (monday, february 10th, 1718.)-	1718-	1
Weekly	 52.00	weekly	began with no. 1, 14 april 1793.;ceased in 1795	[1793-1795]	1
Weekly	 52.00	weekly	began with [no. 1, 7 may 1743?]	[1743?]-	1
Weekly	 52.00	weekly	began in march, 1800? ceased before may 8, 1801	[1800?]	1
Weekly	 52.00	weekly	began with: vol. x. number 27, wednesday [i.e. tuesday], january 6, 1793; ceased in 1793. evans	[1796]	1
Weekly	 52.00	weekly	vol. v. no. 211 {weeks since first published} (from friday september 11, to friday september 18, 1767)-;ceased with: no. 292 (21 apr. 1769)	[1767-1769]	1
Weekly	 52.00	weekly	[no. 1, 5 feb.?] 1718 [i.e. 1719]-;ceased with: no. 8 (9 apr. 1719)	[1719]	1
Weekly	 52.00	weekly	began in 1798?; ceased in the mid-19th century	<1798>-	1
Weekly	 52.00	weekly	began in 1787?; ceased in 1792	[1787?-1792]	1
Weekly	 52.00	weekly	vol. i. no. i. (saturday, september 6, 1783.)-vol. i. no. iv. (saturday, september 27, 1783.)	[1783]	1
Weekly	 52.00	weekly	began in sept.? 1755?	<1755?>-	1
Weekly	 52.00	weekly	began and ceased in 1788	[1788]	1
Weekly	 52.00	weekly	began in 1765; ceased in 1788?	[1765]-<1788>	1
Weekly	 52.00	weekly	began in 1788? ceased in 1821	<1798-1799>	1
Weekly	 52.00	weekly	began in 1756? ceased in 1768?	<1756-1768>	1
Weekly	 52.00	weekly	began in 1744; ceased in 1788?	[1765]	1
Weekly	 52.00	weekly	began in 1790?	<1791>-	1
Weekly	 52.00	weekly	probably began in 1783	<1785-1792>	1
Weekly	 52.00	weekly	began: 24 jan.? 1746. cf. wiles.;-(friday, june the 28th, 1765) numb. 407	<1746-1765>	1
Weekly	 52.00	weekly	began: 27 oct.? 1796. cf. brigham.;-no. 2. (monday, november7. 1796.)	[1796]	1
Weekly	 52.00	weekly	began in nov.? 1738. cf. harris	1738-	1
Weekly	 52.00	weekly	began with: no. 3 (14 nov. 1796)-	[1796-1797?]	1
Weekly	 52.00	weekly	numb. 1 (friday, september 27. 1706)-numb. 9 (monday, november 25, 1706)	1706	1
Weekly	 52.00	weekly	began in jan. 1794; ceased: dec. 1828	<1794-1828>	1
Weekly	 52.00	weekly	from the second of ianuarie to the tenth, 1642-;ceased with issue of 7/14 feb. 1642	1642	1
Weekly	 52.00	weekly	number 1. (thursday, june 4, 1747.)	c [1747]	1
Weekly	 52.00	weekly	began: monday, nov. 24th, 1788; ceased in june, 1791	[1788]-	1
Weekly	 52.00	weekly	no.1. (thursday the 28th of january, 1747-8.)-no. 13 (thursday the 21st of april, 1748)	bjoseph cotter,;[1748]- ]	1
Weekly	 52.00	weekly	began in march, 1800? ceased before may 8, 1801	<1800?>	1
Weekly	 52.00	weekly	saturday, dec. 11, 1790. (no. 1 of vol. 6.) (total no. 284.)-monday, jan. 3, 1791. (no. 5 of vol. 6.) (total no. 287.)	[1790-1791]	1
Weekly	 52.00	weekly	monday, june 23d. 1788	[1788]	1
Weekly	 52.00	weekly	vol. i. no. 1. (concord, tuesday, november 22, 1796)-no.20. concord (newh.) tuesday, april 4, 1797. vol. i	[1796-1797]	1
Weekly	 52.00	weekly	volume iii. concord, friday, april 10, 1795. number 129.-volume v. concord, friday, november 15, 1796. number 212	[1795-1796]	1
Weekly	 52.00	weekly	vol. iii. wednesday, july 5, 1797. no. 105; no. 2 of vol. iii. wednesday, july 12, 1797. whole no. 106-no. 8 of vol. iii. wednesday, august 23, 1797. whole no. 112	[1797]	1
Weekly	 52.00	weekly	no. i. (tuesday, february 27, 1798.)-no. vi. (tuesday, april 3, 1798.)	1798	1
Weekly	 52.00	weekly	began: 8 jan. 1797; ceased: 28 may 1797	[1797]	1
Weekly	 52.00	weekly	1798. num. 1. (mitwochs, den 3ten januar.)-1799. num. 104. (mitwochs, den 25ften december.)	[1798-1799]	1
Weekly	 52.00	weekly	began: feb.? 1775; cease in 1775?	<1775>	1
Weekly	 52.00	weekly	vol. i. january 2, 1779. no. i.-vol. i. april 17, 1779. no. 16	[1779-	1
Weekly	 52.00	weekly	numb. 1. (began fryday the 16th of april, 1680.)-numb. 3. (from thursday 22d. to thursday the 29th of april, 1680.)	[1680]	1
Weekly	 52.00	weekly	vol. i. (saturday, june 19, 1790.) numb. i.-vol. i. (saturday, december 11, 1790.) numb. 26	[1790]	1
Weekly	 52.00	weekly	vol. i. numb. i (saturday, january 6, 1759.)-volume i. number 30 (thursday, july 26, 1759)	[1759]	1
Weekly	 52.00	weekly	numb. 2. (wednesday may the 16th. [1688]-numb. 4. (wednesday may the 30th. [1688])	1688	1
Weekly	 52.00	weekly	numb. 1 (thursday, october 29. 1696.)	1696	1
Weekly	 52.00	weekly	numb. 1. (saturday, novemb. 24. to saturday, decemb. 1. 1711.)-numb. 3. (saturday, decemb. 8. to saturday, decemb. 15. 1711.)	[1711]	1
Weekly	 52.00	weekly	numb. 1. (friday, april the 4th. 1690.)-numb. 2. (friday, april the 11th. 1690.)	mdcxc. [1690]]	1
Weekly	 52.00	weekly	began: june 1793; ceased: aug. 1797	<1793-1797>	1
Weekly	 52.00	weekly	no. 1621. friday, april 22, 1791.-;ceased: may 1793	[1791-	1
Weekly	 52.00	weekly	no. 1620. friday, april 15, 1791	[1791]	1
Weekly	 52.00	weekly	ceased: 8 april 1791	<1787-1791>	1
Weekly	 52.00	weekly	began in may? 1760; ceased in dec.? 1762	<1760-	1
Weekly	 52.00	weekly	began: 3 mar. 1796	<1796-	1
Weekly	 52.00	weekly	began 8 oct. 1790; ceased: 29 aug. 1796	<1795-	1
Weekly	 52.00	weekly	began in oct. 1795.;-thursday, november 10, 1796. no. 57	<1795-1796]	1
Weekly	 52.00	weekly	began: 10 june 1795; ceased: 11 may 1796	<1795-1796>	1
Weekly	 52.00	weekly	began: 27 aug. 1794; ceased: 3 june 1795	<1794-1795>	1
Weekly	 52.00	weekly	monday, january 10, 1791. (volume vi. number 288.)-;ceased: 4 jan. 1792	[1791-1792]	1
Weekly	 52.00	weekly	monday, june 30. [1788] numb. 181. vol. iv.-;ceased with: 4 dec. 1790 (cf. brigham)	[1788-1790]	1
Weekly	 52.00	weekly	(vol. iv.) monday, january 7 th. 1788. (no. 157 [sic])-(vol. iv.) monday, june 16th, 1788. (no. 179)	[1788]	1
Weekly	 52.00	weekly	began in 1696; ceased after 1701	<1696-	1
Weekly	 52.00	weekly	began in sept.? 1727; ceased in nov. 1734?	[1727-1734?]	1
Weekly	 52.00	weekly	vol. i. no. 1. (wednesday, 18 june, 1794.)-;ceased in jan. 1795	[1794-	1
Weekly	 52.00	weekly	began: 21 july 1779; ceased in 1781	<1780-	1
Weekly	 52.00	weekly	no (1) thursday december 2. 1742.-;ceased in dec. 1742	[1742]	1
Weekly	 52.00	weekly	began in dec. 1799	<1799>	1
Weekly	 52.00	weekly	began: sept. 30, 1776; ceased: nov. 10, 1776	<1776>	1
Weekly	 52.00	weekly	began in aug. 1766.;-volume v. (thursday, august 30, 1770.) number 213	<1766-1770>	1
Weekly	 52.00	weekly	july 11. 1763. number 0.-	[1763-	1
Weekly	 52.00	weekly	vol. i. no. 1. wednesday, june 19. [1799]-	[1799-	1
Weekly	 52.00	weekly	no. i. (saturday, april the 28th. 1711.)-	1711-	1
Weekly	 52.00	weekly	began: 20 june 1798; ceased with: no. 28 (26 dec. 1798)	<1798-	1
Weekly	 52.00	weekly	saturday, november 22, 1783. numb. i.-saturday, december 6, 1783. numb. iii	[1783]	1
Weekly	 52.00	weekly	began: 14 aug. 1777; ceased: 18 june 1778	<1777-1778>	1
Weekly	 52.00	weekly	began: 23 nov. 1771; ceased: may, 1772	<1771-1772>	1
Weekly	 52.00	weekly	began: 22 aug. 1757; ceased: 31 dec. 1757	<1757-1758>	1
Weekly	 52.00	weekly	n 14. vol. i. (thursday, march 1. 1715 [i.e. 1716])	[1716]	1
Weekly	 52.00	weekly (semiweekly during sessions of the legislature)	no. 334. vol. vi (friday, november 29, 1799.)-;ceased in 1801?	<1799-	1
Weekly	 52.00	weekly	number i -	[1769?]	1
Weekly	 52.00	weekly	began in aug. 1783; ceased in 1789	<1783-1789>	1
Weekly	 52.00	weekly	began: 12 feb. 1779; ceased 19 may 1781	[1779-1781]	1
Weekly	 52.00	weekly	began in the fall of 1796; ceased in 1797	[1796-1797]	1
Weekly	 52.00	weekly	began in feb.? 1795.;-friday, april 21, 1797. num 12. vol. ii	<1795-1796]	1
Weekly	 52.00	weekly	NA	1739]	1
Weekly	 52.00	weekly	numb. i. (saturday, march 25. 1732.)-numb. 4 (saturday, april 15. 1732)	[1732]	1
Weekly	 52.00	weekly	number i. (for friday, april 13, 1739.)-number xxvi. (for friday, october 5, 1739.)	[1739]	1
Weekly	 52.00	weekly	no. i. (saturday, dec. 19. 1795.)-;ceased with: no. 33, aug. 1, 1796	1796	1
Weekly	 52.00	weekly	numb. 6-numb. 8	[1703?]	1
Weekly	 52.00	weekly	began with no. 1, in 1728; ceased in 1728	[mdccxxvii. [i.e. 1728]]	1
Weekly	 52.00	weekly	number i. (thursday, december the 20th, 1753.)-;ceased with: no. 4, 10 jan. 1754	[1753-1754]	1
Weekly	 52.00	weekly	began in 1787?;ceased in 1791?	[1787-1791?]	1
Weekly	 52.00	weekly	began in 1730? ceased: aug. 30, 1740	<1730-1740>	1
Weekly	 52.00	weekly	began in 1774?	<1776>	1
Weekly	 52.00	weekly	began with no. 1, 19 dec. 1728?; ceased in 1729?	[1728-1729?]	1
Weekly	 52.00	weekly	no. i. (saturday, july 1, 1732.;ceased in 1732?	<1732>	1
Weekly	 52.00	weekly	began in 1747? ceased in 1894?	-1771>	1
Weekly	 52.00	weekly	numb. i. (saturday, february 16. 1716 [i.e. 1717])-	[1717]-	1
Weekly	 52.00	weekly	began, sept. 8. 1727.;-no. ii. (friday, sept. 15. 1727.)	[1727]	1
Weekly	 52.00	weekly	began 13 july? 1756;;ceased in sept./oct. 1756	[1756]	1
Weekly	 52.00	weekly	began: jan? 1799; ceased after 1801	<1799-	1
Weekly	 52.00	weekly	began in may? 1797; cesed in jan.? 1798	<1797-1798>	1
Weekly	 52.00	weekly	began in june, 1796; ceased in 1797?	<1796-	1
Weekly	 52.00	weekly	began with dec. 5, 1798 issue; ceased in jan. 1799	<1798-1799>	1
Weekly	 52.00	weekly	number i. (wednesday, january 1, 1794.)-number xl. (saturday, march 21, 1795.)	1794-1795	1
Weekly	 52.00	weekly	numb. 1 (thursday, september 14. 1710.)-numb. 5. (thursday, october 12. 1710.)	[1710]	1
Weekly	 52.00	weekly	began with: tuesday, october 3, 1775; ceased in 1776?	[1775-	1
Weekly	 52.00	weekly	began in 1778? by april 1781 title had changed	[1778?-1780?]	1
Weekly	 52.00	weekly	began with: 15 may 1795; ceased in 1795	<1795>	1
Weekly	 52.00	weekly	began in 1695?	<1697-	1
Weekly	 52.00	weekly	num. 1. (du jeudi 21/11 juillet jusqu'au jeudi 28/18 du mesme [sic] mois 1650.)-num. 238 [i.e. 538] (du jeudi 2 decembre/21 novembre jusqu'au jeudi 9/29 des mem̂e mois 1660); [n.s.] num. 1. (du jeudi 13/23 decembre jusqu'au jeudi 20/30 du meme mois 1660.)-num. 4. (jeudi 3/1 januier jusqu'au jeudi 20/10 januier, 1661);-;ceased with no. 567? (23 apr. 1663)	l'an 1650-<1663>	1
Weekly	 52.00	weekly	began in april 1660; ceased: july 1660	1660	1
Weekly	 52.00	weekly	numb. 411. (monday, october 21, 1745.)-numb. 414. (monday, november 11, 1745.)	[1745]	1
Weekly	 52.00	weekly	began: jan. 2, 1714; regular publication ceased: 31 dec. 1715	[1714-1715]	1
Weekly	 52.00	weekly	began with no. 1 in 1780; ceased in 1788	<1780-1788>	1
Weekly	 52.00	weekly	numb. viii. (from monday january 4, to monday january 11. 1724. [i.e. 1725]-;ceased in june 1727	[1725-1727]	1
Weekly	 52.00	weekly	began: 3 nov. 1724; ceased: 31 dec. 1724	<1724>	1
Weekly	 52.00	weekly	NA	<1780?-	1
Weekly	 52.00	weekly	numb. i (tuesday, july 4. 1727.)-numb. xxii (tuesday, november 28. 1727)	1727-	1
Weekly	 52.00	weekly	began with no. 1, 1 feb. 1701.;-numb. 3 (from saturday february 15. to saturday feb. 22. 1701.)	[1701]	1
Weekly	 52.00	weekly	numb. 1. [5 feb. 1681]-numb. 4. (saturday, february 26. 1680 [i.e. 1681])	1681	1
Weekly	 52.00	weekly	began with: no. 57? (saturday, november 1. 1729.); ceased in 1930?	<1729-	1
Weekly	 52.00	weekly	no. 44 (saturday, august 2, 1729)-;ceased in oct. 1729	1729	1
Weekly	 52.00	weekly	began in apr.? 1786; ceased in 1827	<1786-1827>	1
Weekly	 52.00	weekly	began in april? 1787.;-vol. xvii. no. 26. (hamburgh, june 25, 1791.)	1787-1791]	1
